商品标题,商品价格,评论量,店铺名字,标签,商品详情页,好评数量,中评数量,差评数量,分数
九阳（Joyoung）破壁机家用低音降噪预约定时大容量热烘除菌触控料理机豆浆机L18-P771,1588,0,,自营,https://item.jd.com/100052457861.html,0,0,0,100%
大宇（DAEWOO） 家用辅食多功能全自动料理机豆浆机迷你破壁机 DYPB-P80 紫色 /米白 紫色,1199,0,,自营,https://item.jd.com/100041231008.html,0,0,0,100%
西屋（Westinghouse） 破壁机家用多功能轻薄底座微压加热智能预约保温辅食机料理机WFB-CB01F,1280,5,,自营,https://item.jd.com/100037936289.html,-1,0,0,100%
华柏仕（HUABOSHI） 破壁机家用多功能榨汁碎冰料理机2升大容量低音破壁辅食沙冰研磨搅拌豆浆机 【青春绿】多功能（大功率碎冰+三重降噪）,139,12,,满99-10,https://item.jd.com/10057399737035.html,0,0,0,100%
九阳（Joyoung）独奏全能饮品机破壁机+底座家用小型调理机多功能 SD-L05（B）【企业采购】,899,6,,自营,https://item.jd.com/100028286452.html,-1,-1,-1,50%
美菱（MELING）多功能 家用迷你破壁机 破壁磨粉、营养辅食破壁机 MB-LC0601,599,2,,自营,https://item.jd.com/100043270915.html,0,0,0,100%
科仕顿 流食搅拌机鼻饲胃管老人食物饭菜打粉碎家用流质辅食料理破壁机 26mm加强电机 流食1250ml+磨粉,476,100+,,满699-39,https://item.jd.com/10047242097670.html,(20+),0,0,100%
南极人（Nanjiren）破壁机 家用多功能小型轻音搅拌机 专用五谷杂粮料理机豆浆机 1.65L智能预约 防糊加热 白色款,199,0,,自营,https://item.jd.com/100042400422.html,0,0,0,100%
苏泊尔(SUPOR)破壁机家用破壁料理机高速破壁智能预约榨汁机豆浆机蒸汽清洗加热搅拌可做辅食 【苏泊尔】,329,62,,"京东物流,放心购,免邮,满329-30",https://item.jd.com/10043852181697.html,(10+),0,0,100%
九阳（Joyoung）九阳破壁机家用多功能双打豆浆机果蔬汁料理机L12-P153【支持一件代发】,466,0,,自营,https://item.jd.com/100041406512.html,0,0,0,100%
小熊（Bear） 轻音破壁机家用 大容量预约加热豆浆机 1.5升多功能早餐机 料理机 榨汁机 辅食 【1.5L升级智能款】PBJ-C16Q8,349,6,,"京东物流,满339-20",https://item.jd.com/10060565747483.html,-2,0,0,100%
美的（Midea） 破壁机 家用豆浆机 可拆洗智能轻音榨汁机多功能迷你破壁机果汁机宝宝辅食料理机 新一代可拆洗刀 | MJ-PC11,599,13,,"京东物流,免邮,每满599-100",https://item.jd.com/10065952259914.html,-3,0,0,100%
小米（MI） 小米(MI)米家智能破壁料理机家用智能低音加热豆浆机榨汁机婴儿辅食搅拌机 红色,395,1000+,,京东物流,https://item.jd.com/10026034617188.html,(200+),-1,-1,97%
麦滋（MZeat） 德国轻音破壁机家用新一代加热豆浆机静音罩低降噪全自动榨汁机果汁搅拌机辅食研磨杯 豪华（配研磨杯）,699,100+,,自营,https://item.jd.com/10057912293325.html,(30+),0,0,97%
九阳（Joyoung） 【肖战推荐】破壁机家用豆浆机低音免滤热烘除菌多功能智能预约料理机榨汁机辅食,539.9,1000+,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10044501670429.html,(200+),-3,-3,98%
美的（Midea）家用破壁机智能家用多功能加热破壁料理机果汁机早餐机辅食机绞肉馅榨汁机豆浆机 PT13,279,45,,"京东物流,每满278-20",https://item.jd.com/10057554588158.html,-5,0,0,100%
九阳（Joyoung） 【肖战推荐】破壁机加热破壁料理机家用多功能豆浆机米糊机榨汁机搅拌机 Y33D,2599,1,,自营,https://item.jd.com/100036765009.html,0,0,0,100%
苏泊尔（SUPOR） 破壁机多功能智能预约可加热家用一体机料理机榨汁机免滤豆浆机果汁搅拌机SP530 SP530【单杯】,319,3,,"京东物流,免邮,满70-10",https://item.jd.com/10055887446309.html,-1,0,0,100%
半球（PESKOE） 破壁机家用多功能 智能预约加热免滤豆浆机 全自动冷热破壁机辅食搅拌机 黑色,199,1000+,,"京东物流,放心购,免邮,满200-5",https://item.jd.com/10038551948462.html,(200+),-8,-8,91%
飞利浦（PHILIPS） 破壁机料理机家用迷你养生榨汁机搅拌婴儿辅食机多功能养生壶 HR2037/50,399,13,,"京东物流,免邮",https://item.jd.com/10063995929824.html,-3,0,0,100%
创维（SKYWORTH）加热破壁营养料理机 P303 不锈钢智能加热破壁机,2999,0,,自营,https://item.jd.com/100051227397.html,0,0,0,100%
九阳（Joyoung）ZMD安心系列 破壁机家用 降噪预约加热豆浆机料理机早餐机绞肉馅榨汁机L18-P386,799,2,,自营,https://item.jd.com/100050045613.html,-1,0,0,100%
美的（Midea）破壁机家多功能大容量豆浆机一键清洗预约果汁机榨汁豆浆料理机 黑色PT52 超薄轻便【厂直】,599,0,,自营,https://item.jd.com/100041210102.html,0,0,0,100%
美的（Midea）破壁机 1.75L家用多功能加热豆浆料理机 静频破壁果汁机 旋风8叶刀 BL1543A,1099,22,,自营,https://item.jd.com/100034916647.html,-4,0,0,100%
苏泊尔（SUPOR）破壁机可拆洗破壁机智能家用加热豆浆破壁免滤料理机多功能全自动 SP61S,1299,9,,自营,https://item.jd.com/100035401063.html,-3,0,0,100%
苏泊尔(SUPOR) 降噪低音破壁机可拆洗家用多功能料理机豆浆机冷打榨汁机搅拌辅食SP717S,519,8,,"京东物流,满519-120",https://item.jd.com/10054944435286.html,0,0,0,100%
新飞（Frestec） FTPB-R128分体破壁机家用多功能加热破壁料理机24小时预约 1.75L,990,3,,自营,https://item.jd.com/100038235133.html,0,0,0,100%
摩飞（Morphyrichards） 破壁机家用多功能料理机研磨辅食机榨汁机MR9501 清新绿,399,0,,自营,https://item.jd.com/100034514417.html,0,0,0,100%
美的（Midea） 智能破壁机家用豆浆机加热多功能全自动破壁榨汁机搅拌机果汁机料理机绞肉机婴儿辅食 EDB(304不锈钢研磨杯）,169,1000+,,满169-40,https://item.jd.com/10043284988385.html,(100+),-4,-4,95%
九阳（Joyoung）破壁机家用多功能低音预约加热豆浆机早餐机榨汁机L18-P750,1299,0,,自营,https://item.jd.com/100042705240.html,0,0,0,100%
九阳（Joyoung） 破壁机低音家用大容量预约全自动豆浆机多功能搅料理机拌辅食榨汁机 【高温清洗 低音 1.75L】L18-P510,799.9,2万+,,"京东物流,免邮,满729-300",https://item.jd.com/34202074320.html,(1.1万+),(100+),(100+),97%
九阳（ Joyoung)家用破壁机多功能除菌榨汁蔬果豆浆绞肉果汁搅拌辅食免洗预约定时L18-P392支持一件代发,953,33,,自营,https://item.jd.com/100036262832.html,-2,0,0,100%
半球（PESKOE） 破壁机 多功能家用加热破壁料理机搅拌机辅食豆浆机 豪华黑色升级款,199,500+,,"京东物流,免邮",https://item.jd.com/50550931143.html,(100+),-1,-1,96%
九阳（Joyoung）【肖战推荐】九阳破壁机家用豆浆机多功能破壁料理机绞肉机搅拌机榨汁辅食可预约 L18-P386 蓝色,799,0,,自营,https://item.jd.com/100051668539.html,0,0,0,100%
摩动（modong） 破壁机 不用手洗破壁机家用豆浆机全自动加热免煮免过滤多功能小型榨汁料理机 MD-PBQ1米白色,230,0,,自营,https://item.jd.com/100050134019.html,0,0,0,100%
小熊（Bear） 破壁机家用低音静音破壁机自动清洗小型迷你破壁免滤多功能果汁机辅食 【1升容量】PBJ-B06K8,499,200+,,"京东物流,免邮,券439-40,满400-60,",https://item.jd.com/10048766105787.html,(30+),-1,-1,92%
苏泊尔（SUPOR） 多功能破壁机研磨杯 G08L,179,31,,"放心购,每满179-80",https://item.jd.com/10058334075241.html,-5,0,0,100%
九阳（Joyoung） 【肖战推荐】破壁机家用多功能豆浆机料理机全自动榨汁机辅食早餐,629.9,1000+,,"京东物流,闪购,免邮,满629-170",https://item.jd.com/10057250466949.html,(200+),-3,-3,98%
苏泊尔(SUPOR)破壁机加热 家用多功能破壁料理机榨汁机免滤豆浆机辅食机绞肉机果汁机搅拌研磨 【苏泊尔】,399,200+,,"京东物流,闪购,满399-100",https://item.jd.com/10052975446018.html,(50+),-3,-3,93%
瑞本719T破壁机家用免过滤豆浆机多功能大容量智能预约定时加热辅食机五谷研磨果蔬料理机（1.2L）宝石蓝,299,0,,自营,https://item.jd.com/100050771307.html,0,0,0,100%
九阳Joyoung 家用多功能破壁机1.5L预约免滤家用免手洗多功能豆浆机榨汁机 破壁机L15-Y650深空灰,949,0,,自营,https://item.jd.com/100046616309.html,0,0,0,100%
嘉泊仕（CAPOSI）德国嘉泊仕轻音免滤破壁机小型家用豆浆机迷你加热全自动料理婴儿辅食 墨绿色,688,2万+,,"京东物流,放心购,免邮,满688-360",https://item.jd.com/10029323211985.html,(1200+),-8,-8,99%
mokkom磨客破壁机迷你豆浆机小型免过滤免煮预约多功能家用全自动辅食机1-2-3人榨汁机 绿色600ML MK-600A,399,10,,自营,https://item.jd.com/100048355613.html,-1,-1,-1,50%
九阳（Joyoung） 破壁机家用不用手洗高温热烘破壁免滤定时预约豆浆机料理辅食10分钟快浆 Y966,2199,0,,"自营,闪购,券1999-100,满2199-200,",https://item.jd.com/10066131570866.html,0,0,0,100%
汉美驰（Hamilton Beach） 破壁机家用豆浆机智能预约料理机多能果汁绞肉磨粉辅食 【高速 冷热双打】BL18103,1399,100+,,"自营,券3000-300,每满1399-400",https://item.jd.com/10060242467688.html,(70+),0,0,100%
西屋（Westinghouse）破壁机家用豆浆机降噪预约加热全自动榨汁机搅拌机辅食机早餐 星空蓝,799,200+,,,https://item.jd.com/10045656129337.html,(100+),0,0,96%
九阳（Joyoung）破壁机家用商用双打豆浆机果蔬汁多功能料理机 1L小容量L12-P153,599,8,,自营,https://item.jd.com/100035401021.html,0,0,0,100%
惠妈（Hurma）德国惠妈破壁机小型一人家用全自动静音豆浆机多功能打浆机辅食料理榨汁机 墨绿色,179,34,,赠,https://item.jd.com/10045025340085.html,(20+),0,0,100%
九阳（Joyoung） 破壁机家用多功能豆浆机绞肉榨汁辅食料理机大容量全自动预约加热保温Y903-B 黑色,399.9,0,,"京东物流,放心购,免邮",https://item.jd.com/10066380342735.html,0,0,0,100%
苏泊尔（SUPOR）破壁家用不用手洗智能预约加热破壁料理机 榨汁机豆浆机果汁机搅拌机辅食T5,1799,2000+,,自营,https://item.jd.com/100014988061.html,(900+),(10+),(10+),95%
奥克斯 AUX 破壁机 家用多功能全自动料理机轻音加热豆浆机榨汁机辅食机智能保温烫金紫9295A 【冷热双用】降噪 大容量,329,5000+,,"每满309-80,赠",https://item.jd.com/10044352352299.html,(900+),(10+),(10+),97%
美的（Midea） 破壁机家用低音全自动加热破壁料理机辅食机 智能预约多功能豆浆机榨汁机养生 PB206A,499,76,,"京东物流,放心购,免邮,每满499-110",https://item.jd.com/10059124567668.html,-6,0,0,100%
摩利普（MOLIPU） 德国真空破壁机家用静轻音彩屏多功能料理机榨汁研磨加热全自动豆浆机2022新款 藏蓝金,2180,5000+,,赠,https://item.jd.com/10039271413936.html,(7400+),0,0,99%
美的（Midea）破壁机 家用豆浆机料理机榨汁机辅食机 智能预约果汁机PB12Easy219,449,10万+,,"自营,1件9折,赠",https://item.jd.com/100014276074.html,(3万+),(300+),(300+),97%
小熊 破壁机PBJ-B05G1 家用全自动加热豆浆机果汁米糊料理机,329,1,,自营,https://item.jd.com/100036610681.html,0,0,0,100%
思泊瑞金夫子破壁机静轻音破壁机家用豆浆机柔声低音料理机玻璃杯体加热全自动婴儿辅食榨汁搅拌机 1.5L轻音【带降音罩】,169,20,,"京东物流,免邮",https://item.jd.com/10055756395372.html,-3,0,0,100%
WMF福腾宝破壁机家用冷热双杯真空保鲜低音降噪多功能一体辅食机榨汁机一键清洗智能加热,3329,500+,,"自营,1件9折",https://item.jd.com/100010768198.html,(100+),-1,-1,94%
ankale德国 破壁机家用小型迷你全自动豆浆机多功能破壁免煮免过滤 1000ML升级款--清新绿【八叶刀头/细腻丝滑】 多功能,249,500+,,"京东物流,放心购,每满150-10",https://item.jd.com/10062554173757.html,(100+),-1,-1,97%
九阳（Joyoung） 破壁机L18-P376 家用大容量可预约加热多功能榨汁机豆浆料理机 一双杯【天空系列】,799,0,,自营,https://item.jd.com/100051944397.html,0,0,0,100%
西屋（Westinghouse）迷你小型破壁机 豆浆机全自动料理辅食机免洗免滤预约保温WFB-A617,419,0,,自营,https://item.jd.com/100040089270.html,0,0,0,100%
西屋（Westinghouse）家用智能变频破壁机智能预约保温多功能辅食料理机WFB-HS0454,1580,0,,自营,https://item.jd.com/100042841736.html,0,0,0,100%
爱心东东大功率中药材打粉机超细研磨家用小型粉碎机五谷杂粮干磨破壁机锵帝 高配大功率款+2刀片+网筛,78,100+,,,https://item.jd.com/10051756166177.html,(10+),0,0,100%
九阳（Joyoung）蒸汽破壁机自清洗不用手洗降噪破壁机Y88 Y88 经典款（五叶精钢刀）,2999,2000+,,"京东物流,免邮,赠",https://item.jd.com/10039685316200.html,(1000+),(10+),(10+),93%
苏泊尔（SUPOR）破壁机豆浆机家用有罩轻柔低噪隔音降噪大容量多功能料理榨汁机搅拌辅食加热早餐 加厚隔音罩,699,2,,"京东物流,放心购,新品,每满699-280",https://item.jd.com/10067791553157.html,0,0,0,100%
九阳（Joyoung） 破壁机小容量多功能家用料理机榨汁机豆浆机绞肉机果汁机搅拌机婴儿辅食Y91s 夜曲蓝,379.9,5000+,,"京东物流,免邮,每满379-10",https://item.jd.com/57183032232.html,(1300+),(10+),(10+),96%
谷格（GUGE）德国豆浆机破壁机家用小型多功能加热全自动1-4人用.无渣轻音米糊榨汁搅拌辅食料理机 GG628B白色,459,71,,"京东物流,放心购,新品,免邮,",https://item.jd.com/10067198673506.html,(50+),0,0,100%
美的（Midea） 破壁机多功能家用触控多功能智能预约豆浆机榨汁机婴儿辅食机搅拌机果汁机【商场同款】 PT52,599,0,,自营,https://item.jd.com/100048983255.html,0,0,0,100%
大宇（dayu）大宇（DAEWOO） 家用辅食多功能全自动料理机豆浆机迷你破壁机 DYPB-P80 紫色 /米白 米白色,1399,0,,自营,https://item.jd.com/100041498728.html,0,0,0,100%
西屋（Westinghouse） 迷你小型豆浆机预约全自动1-2人家用破壁免滤破壁小型免滤 复古绿,499,5000+,,,https://item.jd.com/10037156530799.html,(1200+),(10+),(10+),97%
爱心东东九阳（Joyoung） 【肖战推荐】破壁机加热预约家用多功能豆浆机榨汁机料理机搅拌机 L18-P156【热烘除菌 鸿蒙连接 一双杯】,1299,2000+,,"满1199-600,赠",https://item.jd.com/10045387602586.html,(2500+),-6,-6,99%
嘉泊仕（CAPOSI）【轻音+彩屏+变频】德国嘉泊仕破壁机家用静轻音全自动多功能加热豆浆机辅食料理机榨汁 白色,2680,1万+,,"京东物流,放心购,满2680-1400,赠",https://item.jd.com/10044162061149.html,(1.3万+),0,0,99%
JOHNBOSS铂市加热破壁料理机HE-P1200,820,0,,自营,https://item.jd.com/100047019493.html,0,0,0,100%
苏泊尔（SUPOR）破壁机易洁可拆洗系列 家用多功能豆浆机超薄底座降噪榨汁料理辅食高温蒸汽清洗 SP722R,599,30,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10059251755271.html,-3,0,0,100%
西屋（Westinghouse）Westinghouse迷你豆浆机破壁机 一机八能一键清洗、烘干迷你小型豆浆机WFB-MN04D粉色,390,0,,自营,https://item.jd.com/100041862036.html,0,0,0,100%
HYUNDAI 韩国现代 多功能预约冷热营养料理榨汁机豆浆绞肉机辅食破壁机 白色QC-LL24126,599,0,,自营,https://item.jd.com/100049438159.html,0,0,0,100%
摩飞（Morphyrichards）破壁机 原装配件 养生杯 MR1083 椰奶白,159,1万+,,"自营,1件9折",https://item.jd.com/100022122583.html,(2700+),(10+),(10+),98%
苏泊尔（SUPOR）破壁机 智能预约家用破壁料理机 榨汁机豆浆机辅食机果汁机 加热搅拌研磨 SP520,559,5,,自营,https://item.jd.com/100035401069.html,0,0,0,100%
九阳（Joyoung）破壁机加热预约低音破壁料理机家用多功能豆浆机榨汁机搅拌机 L18-P771【五超旗舰款】,1849,1000+,,"自营,厂商配送,券每满1000减50,赠",https://item.jd.com/100022338099.html,(300+),-1,-1,98%
九阳（Joyoung）破壁机家用多功能低音预约加热豆浆机早餐机榨汁机L18-P750,998,16,,"自营,厂商配送",https://item.jd.com/100048383507.html,-4,0,0,100%
惠妈（Hurma） 破壁机冷热家用小型全自动加热免过滤豆浆榨果汁搅拌婴儿辅食料理老人流食JB-08D 富贵红（送研磨杯带蒸笼）,798,200+,,"京东物流,免邮,满100-60",https://item.jd.com/70513289864.html,(100+),-1,-1,99%
康佳（KONKA）KJ-12D09家用1.5L破壁机超薄机身加厚玻璃身豆浆机榨汁机料理机冰沙机炖汤辅食,699,0,,自营,https://item.jd.com/100037610301.html,0,0,0,100%
THESUNS三食黄小厨 PB303果蔬破壁机小型多功能家用智能迷你榨汁机果汁婴儿辅食 一多用 奶白色,299,1,,自营,https://item.jd.com/100045749209.html,-1,0,0,100%
摩飞电器（Morphyrichards） 破壁机多功能家用静音迷你免滤加热豆浆机辅食机榨汁机养生壶 MR8200英伦红【豆浆杯】,599,1000+,,"京东物流,免邮,每满500-130",https://item.jd.com/10056584825326.html,(90+),-1,-1,98%
九阳（Joyoung） 【肖战推荐】破壁机家用豆浆机降噪多功能智能料理机免手洗预约热烘除菌榨汁辅食 摩卡棕Y1【不用手洗&低音】,2499,2000+,,"京东物流,放心购,每满2499-500,赠",https://item.jd.com/67378139372.html,(400+),-1,-1,99%
苏泊尔 (SUPOR) 破壁机多功能家用智能预约加热料理机全自动豆浆机搅拌机刨冰机辅食榨汁机研磨机 SP902S,829,32,,"京东物流,放心购,免邮,每满829-260",https://item.jd.com/10028691246774.html,-5,0,0,100%
九阳（Joyoung）破壁机家用低音降噪预约定时大容量热烘除菌触控料理机豆浆机L18-P771,1999,2,,自营,https://item.jd.com/100028454667.html,0,0,0,100%
万利达轻音彩屏多功能新款破壁机辅食料理机豆浆机加热malata静音 米白,786,0,,,https://item.jd.com/10067946275003.html,0,0,0,100%
九阳（Joyoung）安心系列 破壁机家用榨汁机豆浆机绞肉机果汁机搅拌机辅食机 L18-P386,849,0,,自营,https://item.jd.com/100042814408.html,0,0,0,100%
欧莱克（olayks） 破壁机豆浆机家用小型多功能柔音迷你破壁料理机 陶白,279,6,,满200-70,https://item.jd.com/10062867419153.html,-1,0,0,100%
九阳（Joyoung） 豆浆机破壁家用不用手洗全自动智能饮蒸一体即饮机鸿蒙智联 DJ12R-K2S （HM） 灰色,3999,2,,"自营,赠",https://item.jd.com/10058482012727.html,-1,0,0,100%
西屋（Westinghouse） 破壁机家用料理机加热预约保温真空微压力养生WFB-VD6 钛合金,5980,85,,,https://item.jd.com/55531302233.html,(10+),0,0,100%
九阳（Joyoung） 破壁机家用低音纤薄料理机辅食机加热预约豆浆机免滤无渣搅拌机榨汁机 P510【单杯】,599.9,500+,,"京东物流,放心购,免邮,每满599-140",https://item.jd.com/10044088376473.html,(70+),-1,-1,93%
ankale 德国破壁机家用迷你小型豆浆机全自动多功能辅食机多功能榨汁机免煮免过滤1-3人 升级款-优雅白1000ML【 八叶刀片+免煮免滤】,269,500+,,"京东物流,满200-30",https://item.jd.com/10064993890860.html,(400+),0,0,99%
苏泊尔（SUPOR）破壁机家用大容量不锈钢豆浆机冷热双杯智能防溢加热熬煮恒速低噪研磨免滤预约定时 SP89S 商超同款 无刷电机,2999,0,,赠,https://item.jd.com/10065875505751.html,0,0,0,100%
德国ankale迷你破壁机家用小型豆浆机预约定时加热自动清洗辅食机免过滤多功能流食搅拌料理机1-3人 典雅白【650毫升1-3人用】升级8叶刀,189,200+,,"2件9折,赠",https://item.jd.com/10058598471554.html,(70+),0,0,100%
美的（Midea）智能破壁机家用多功能加热料理机搅拌榨汁机 BL1560A,1599,0,,自营,https://item.jd.com/100042489986.html,0,0,0,100%
九阳（Joyoung）家用破壁机多功能除菌榨汁蔬果豆浆绞肉果汁搅拌辅食免洗预约定时L18-P392,1159,0,,自营,https://item.jd.com/100042406046.html,0,0,0,100%
美的（Midea）智能破壁机 家用豆浆机榨汁机料理机 多功能迷你破壁机果汁机宝宝辅食 MJ-PB10X2-168,509,72,,"京东物流,每满509-150",https://item.jd.com/10036345353489.html,(10+),0,0,100%
摩飞MR8200全自动小型多功能料理机破壁豆浆机轻奢蓝（搅拌杯）,495,1,,自营,https://item.jd.com/100027002073.html,0,0,0,100%
苏泊尔（SUPOR） 破壁机 低音降噪家用智能预约加热破壁料理机榨汁机豆浆机果汁机轻薄SP301S 轻薄底座 触控操作,319,6,,京东物流,https://item.jd.com/10056992077548.html,-1,0,0,100%
德玛仕（DEMASHI） 破壁机沙冰机商用冰沙机碎冰机刨冰机榨汁机料理机 多功能豆浆机（非加热） 【2.2L丨2200W丨隔音打沙冰】DMS-K31,699,2万+,,"京东物流,免邮,券5000-200",https://item.jd.com/44528509466.html,(6400+),(40+),(40+),97%
九阳（Joyoung） 破壁机 家用豆浆机高速多功能料理机冷热双打榨汁机全自动易清洗辅食P128 【冷热双用】一多打-双杯【杯分开发】,349.9,5000+,,"秒杀,免邮,满349-10",https://item.jd.com/10024743007594.html,(1000+),(20+),(20+),95%
苏泊尔（SUPOR） 破壁机 家用多功能破壁料理机榨汁机免滤豆浆机辅食机绞肉机果汁机 低音降噪 升级4叶精冰沙刀蒸汽清洗,599,97,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10058581514291.html,(20+),0,0,100%
ankale 德国破壁机家用小型豆浆机850ml全自动多免煮免过滤预约定时榨汁机功能辅食3-4人食 升级款-薄荷绿850ML【八叶刀片/细腻无渣】,219,500+,,"京东物流,放心购,满200-10",https://item.jd.com/10062641710229.html,(200+),-4,-4,98%
志高（CHIGO） 破壁机豆浆机一体家用全自动1-2人小型加热榨汁米糊五谷杂粮迷你料理机大容量辅食 迷你免滤豆浆机【奶茶色】,139.98,10,,满135-10,https://item.jd.com/10063834256226.html,-2,0,0,100%
格立高（Geligao）破壁机 降噪低音豆浆机 家用全自动榨汁机 小型辅食机 多功能免洗料理一体 象牙白 GLG-L201,499,0,,自营,https://item.jd.com/100052001719.html,0,0,0,100%
西屋（Westinghouse）免手洗破壁机家用豆浆机全自动不用手洗多功能料理机热烘除菌高端WFB-A272,2789,0,,自营,https://item.jd.com/100050359467.html,0,0,0,100%
九阳（Joyoung）破壁机家用1.4L大容量加热保温免滤一键清洗多功能料理机婴儿辅食豆浆机榨汁机 L18-P631,649,0,,,https://item.jd.com/10067729427901.html,0,0,0,100%
苏泊尔（SUPOR）破壁机 易洁可拆洗系列 家用多功能豆浆机 一杯两用可打冰沙加热料理机榨汁机SP906R【专享】,509,5000+,,"自营,赠",https://item.jd.com/100047935117.html,(1100+),(20+),(20+),96%
西屋（Westinghouse）破壁机家用多功能防糊料理机全自动智能加热预约保温 WFB-D31,1049,0,,自营,https://item.jd.com/100025097671.html,0,0,0,100%
九阳（Joyoung）破壁机 豆浆机多功能家用预约加热迷你小型容量破壁料理榨汁18分快速豆浆辅食 L4-P102,299.9,70,,满99-30,https://item.jd.com/10032579309294.html,-6,0,0,85%
PHILIPS飞利浦破壁机料理机 家用全自动多功能加热电动榨汁搅拌豆浆机做养生果汁辅食 HR2088/90,1399,0,,自营,https://item.jd.com/100042814042.html,0,0,0,100%
卡屋（kawu） 日本破壁机家用1.6L多功能免滤自清洁辅食加热保温降噪低音料理机豆浆机静音大容量 【双层8叶刀头】免滤低音智能,249,1000+,,满99-20,https://item.jd.com/10053174968108.html,(200+),-4,-4,97%
摩飞（Morphyrichards） 破壁机家用多功能料理机研磨辅食机榨汁机MR9501 椰奶白,399,0,,自营,https://item.jd.com/100034514439.html,0,0,0,100%
九阳（Joyoung） 【肖战推荐】破壁机家用豆浆机降噪多功能智能料理机免手洗预约热烘除菌榨汁辅食 Y536【一多能&智能物联】,1899,2000+,,"京东物流,放心购,每满1899-600,赠",https://item.jd.com/10061871179137.html,(400+),-1,-1,99%
九阳（Joyoung） 【肖战推荐】破壁机家用豆浆机多重降噪不用手洗高端多功能预约料理机榨汁机辅食 支持鸿蒙智联【Y536】,1999,200+,,"京东物流,放心购,免邮,,",https://item.jd.com/10031524908499.html,(100+),0,0,97%
苏泊尔( SUPOR)破壁机多功能家用豆浆机加热破壁料理机搅拌机辅食机榨汁机绞肉机 SP33,629,0,,自营,https://item.jd.com/100038520111.html,0,0,0,100%
小熊（Bear） 安睡破壁机 破壁豆浆机 豆浆机免洗破壁机免滤 家用降噪榨汁五重降噪榨汁机 【1升容量】PBJ-B06K8,499,500+,,"京东物流,满469-70",https://item.jd.com/10043511770017.html,(100+),0,0,99%
苏泊尔（SUPOR）破壁机可拆洗 低音家用破壁料理机小型 多功能豆浆机全自动榨汁机绞肉机婴儿辅食 【苏泊尔】,749,2000+,,"京东物流,放心购,闪购,免邮,",https://item.jd.com/10048903641866.html,(600+),-7,-7,98%
尊梵（ZUNFAN） 【预约保温·破壁煎煮】破壁机家用豆浆机多功能小型 全自动加热辅食料理机榨汁 天籁黑篮ZF68,999,28,,"京东物流,放心购,每满979-140",https://item.jd.com/10041954213638.html,(10+),0,0,100%
苏泊尔（SUPOR）破壁机可拆洗料理机智能预约家料理榨汁机豆浆辅食机果汁机加热搅拌多功能 SP70S,829,0,,自营,https://item.jd.com/100038520127.html,0,0,0,100%
九阳（Joyoung）低音破壁机家用免手洗多功能热烘除菌榨果蔬汁豆浆辅食料理机智能高端L12-Y3 黑色,999,2,,自营,https://item.jd.com/100051065509.html,0,0,0,100%
九阳（Joyoung） 破壁机家用豆浆机低音1.75L多功能家用全自动加热料理辅食机预约P132,869,0,,自营,https://item.jd.com/100047008969.html,0,0,0,100%
morphy richards摩飞电器豆浆机 家用破壁机 全自动清洗免过滤 低音降噪 多功能菜单可预约 600ml MR8200 红色,469,0,,自营,https://item.jd.com/100043082182.html,0,0,0,100%
苏泊尔（SUPOR）低噪家用多功能智能预约加热破壁料理机 免过滤豆浆机榨汁机果汁机搅拌机婴儿辅食 升级降噪版,329,86,,"京东物流,满309-50",https://item.jd.com/10052138148821.html,(10+),0,0,100%
摩飞电器（Morphyrichards） 破壁机多功能家用静音迷你免滤加热豆浆机辅食机榨汁机养生壶 MR8200轻奢蓝【豆浆杯】,599,1000+,,"京东物流,免邮,每满500-130",https://item.jd.com/10056584825324.html,(90+),-1,-1,98%
美的（Midea） 破壁机 豆浆机家用多功能料理机彩屏触控8叶刀智能加热预约搅拌机婴儿辅食智能 MJ-PB40X2-701,259,24,,京东物流,https://item.jd.com/10059105265447.html,-4,0,0,100%
美的（Midea） 家用破壁机智能家用多功能加热破壁料理机果汁机辅食机榨汁机豆浆机 PB10M2-165E,359,12,,自营,https://item.jd.com/100039405447.html,0,0,0,100%
西屋（Westinghouse） 迷你小型破壁机 豆浆机全自动料理辅食机免洗免滤预约保温榨汁机搅拌机 WFB-A617,799,1,,自营,https://item.jd.com/100040681873.html,0,0,0,100%
九阳（Joyoung）DJ12D-K780（SKY系列）破壁机不用手洗豆浆机一机三杯破壁无渣 智能语音豆水分离预约,2999,0,,自营,https://item.jd.com/100026040685.html,0,0,0,100%
美的（Midea）破壁机家用免手洗豆浆机多功能婴儿辅食机智能预约早餐机2022年新品优钙降嘌呤 MJ-M4,2999,1000+,,"自营,厂商配送",https://item.jd.com/100039585783.html,(300+),-1,-1,98%
小熊（Bear）破壁机家用小型多功能迷你豆浆机预约加热料理机榨汁机自动米糊果汁免滤PBJ-B05G1 PBJ-B05G1,299,1000+,,"京东物流,放心购,免邮,满259-10",https://item.jd.com/10029932970695.html,(300+),-7,-7,95%
九阳 Joyoung 哆啦A梦破壁机家用多功能辅食机迷你豆浆机五谷浆料理机榨汁机杯研磨机营养米糊L4-L971XD,359,0,,自营,https://item.jd.com/100046734849.html,0,0,0,100%
