商品标题,商品价格,评论量,标签,商品详情页,好评数量,中评数量,差评数量,分数
松下（Panasonic）265升家用三门冰箱 60cm超薄小 自由嵌入式 银离子kang菌 风冷无霜 磨砂白色NR-EC26WPA-W,2790,5万+,"自营,赠",https://item.jd.com/100018512400.html,(1.4万+),(90+),(90+),98%
松下（Panasonic）265升三开门风冷无霜宽幅变温电冰箱智能WIFI银离子除菌净味超薄60cm NR-EC26WPA-N,2790,5000+,自营,https://item.jd.com/10027152287760.html,(2500+),(10+),(10+),98%
松下(Panasonic)303升家用三门冰箱京小家智能生态一级能效 自动制冰 风冷无霜 磨砂白色NR-JS30AX1-W,3990,2万+,"自营,赠",https://item.jd.com/100007742413.html,(1.2万+),(90+),(90+),98%
松下（Panasonic）303升三门冰箱京东小家智能生态一级能效银离子kang菌自动制冰 优选 NR-JS30AX1-W以旧换新,3690,2000+,"自营,厂商配送,券100-15,赠",https://item.jd.com/100028191173.html,(700+),-3,-3,98%
松下（Panasonic）380升 可嵌入式 超薄 自动制冰 纳诺怡净味 风冷无霜家用多门 NR-EE40TXA-S,7990,,自营,https://item.jd.com/10024586559010.html,(100+),-1,-1,98%
松下（Panasonic）380升多门冰箱nanoe?(纳诺怡)X除菌净味 超薄60cm自由嵌入式 风冷 自动制冰 NR-EE40TXA-S,8990,2000+,"自营,赠",https://item.jd.com/100016218756.html,(800+),-6,-6,98%
松下(Panasonic)453升超薄嵌入变频风冷多门冰箱 自动制冰网红大白NR-EW45TGA-W,12990,5000+,自营,https://item.jd.com/10023735033220.html,(2100+),(10+),(10+),97%
松下(Panasonic)532升 磨砂面板冰箱 全开抽屉 银离子除味 变频无霜风冷大容量多门 NR-EE53WGB-W 暖光白,6490,5000+,自营,https://item.jd.com/10035967667828.html,(2100+),(10+),(10+),98%
松下(Panasonic)532升家用大容量多门冰箱 不串味 变频无霜风冷NR-EE53WGB-W炫墨黑高端款NR-EE53WGB-K,6490,5000+,"自营,赠",https://item.jd.com/100024199714.html,(1400+),(10+),(10+),97%
松下(Panasonic)570升大容量对开门冰箱变频风冷无霜银离子除菌 优选NR-JW60WSB-W,3990,1000+,"自营,厂商配送,券100-15,赠",https://item.jd.com/100048911367.html,(500+),-1,-1,99%
松下（Panasonic）570升大容量对开门冰箱家用两门 变频风冷无霜 银离子 净味除菌 NR-JW59MSB-S【尊雅银】,3690,50,"自营,厂商配送,赠",https://item.jd.com/100042618595.html,(100+),-1,-1,98%
松下(Panasonic)570升家用对开门冰箱 自由嵌入式 超薄大容量双开门 冷冻王冰箱 磨砂白色NR-JB57WPA-W,4990,5000+,"自营,赠",https://item.jd.com/100019444541.html,(2400+),(30+),(30+),97%
松下（Panasonic）573升法式多门家用冰箱 超薄嵌入式冰箱四开门 大容量 一级能效 磨砂白色NR-EW57TMA-W,11990,5000+,"自营,赠",https://item.jd.com/100038056267.html,(2400+),(30+),(30+),97%
松下（Panasonic）575升十字对开门冰箱四开门 超薄嵌入式冰箱 干湿分储 一级能效 磨砂白色NR-JW58CMA-W,10990,,"自营,赠",https://item.jd.com/100038553307.html,(100+),-1,-1,98%
松下（Panasonic）632升大容量冰箱双开门对开门冰箱一级能效 风冷无霜变频家用电 月光白色NR-EW63WSA-W,4990,5000+,"自营,赠",https://item.jd.com/100012656267.html,(1600+),-4,-4,98%
松下（Panasonic）冰箱 线下同款 日本原装进口 多门冰箱 风冷无霜家用 659升 NR-F673WX-X5,31599,,自营,https://item.jd.com/100035952506.html,(100+),-1,-1,98%
松下（Panasonic）冰箱265升家用三门冰箱60cm超薄冰箱自由嵌入APP智控银离子风冷无霜NR-EC26WPA-S 以旧换新,2790,2000+,"自营,厂商配送,券100-15,赠",https://item.jd.com/100020407604.html,(1700+),-7,-7,98%
松下（Panasonic）冰箱265升松下超薄宽幅变温风冷无霜变频WIFI智能三门家用冰箱优选NR-EC26WPA-S以旧换新,2790,2000+,"自营,厂商配送,券100-15,赠",https://item.jd.com/100027405934.html,(700+),-3,-3,98%
松下（Panasonic）冰箱573升法式多门家用冰箱超薄嵌入式冰箱四开门大容量一级能效磨砂白色京品NR-EW57TMA-W,10990,1000+,"自营,厂商配送,券100-15,赠",https://item.jd.com/100051033723.html,(100+),-1,-1,98%
松下（Panasonic）冰箱575升十字对开门冰箱四开门超薄嵌入式冰箱干湿分储一级能效磨砂白色NR-JW58CMA-W,10990,1000+,"自营,赠",https://item.jd.com/100051033695.html,(600+),-1,-1,99%
松下（Panasonic）冰箱双开门对开门632升大容量一级能效银离子除菌家用变频电臻品NR-EW63WPA-S以旧换新,4990,2000+,"自营,厂商配送,券149-15,赠",https://item.jd.com/100032254029.html,(900+),0,0,99%
松下（Panasonic）冰箱双门冰箱240升冰箱双开门家用冰箱银离子去味风冷无霜典雅银NR-EB24WSP-S 以旧换新,2490,,"自营,赠",https://item.jd.com/100035066772.html,(100+),-1,-1,98%
松下（Panasonic）对开门570升大容量变频风冷无霜双开门电冰箱 0.1度温控 银离子净味 NR-EW59MPB-N JD,3690,500+,"自营,厂商配送,赠",https://item.jd.com/100043872875.html,(100+),0,0,100%
松下（Panasonic）对开门冰箱632升一级能效风冷无霜 银离子净味360°风冷循环 优选 NR-B631WP-GH以旧换新,4690,,"自营,厂商配送,券100-15,赠",https://item.jd.com/100016166307.html,(100+),-1,-1,98%
松下（Panasonic）三门冰箱303升 智能app宽幅变温一级能效银离子除菌净味 自动制冰NR-JS30AX1-W 以旧换新,3990,500+,自营,https://item.jd.com/100033468346.html,(200+),-3,-3,98%
松下（Panasonic）十字对开门冰箱四开门510升D521CP同款 智能APP银离子除菌 风冷无霜磨砂白NR-ED51CTA-W,5990,100+,"自营,赠",https://item.jd.com/100036403722.html,(40+),0,0,100%
松下（Panasonic）双门冰箱240升节能双开门电冰箱家用银离子去味除菌风冷无霜典雅银优选NR-EB24WSP-S以旧换新,2490,500+,"自营,厂商配送,券100-15,赠",https://item.jd.com/100028384139.html,(100+),-1,-1,97%
统帅（Leader） 海尔出品 169升两门双门风冷无霜电冰箱小型租房家用小冰箱净味双开门BCD-169WLDPD,1299,2万+,自营,https://item.jd.com/100004077689.html,(3.1万+),(10+),(10+),99%
统帅（Leader） 海尔出品 538升一级变频对开门双开门家用冰箱大容量风冷无霜超薄电BCD-538WGLSSEDBX,2999,5万+,自营,https://item.jd.com/100037675695.html,(3.9万+),(50+),(50+),99%
统帅（Leader） 海尔出品冰箱小型家用双开门170升风冷无霜二门小冰箱两门双门保鲜净味节能电小户型宿舍租房,1299,200+,"自营,厂商配送",https://item.jd.com/100014890395.html,(70+),0,0,100%
统帅（Leader）海尔冰箱出品 406升十字对开门风冷无霜一级能效双变频干湿分储家用电BCD-406WLLTD5DS9U1,3299,,自营,https://item.jd.com/100011786605.html,(100+),-1,-1,98%
统帅（Leader）海尔冰箱出品170升小型风冷无霜净味二门双门家用节能电冰箱电子控温杀菌净味银白色,1299,200+,"自营,厂商配送",https://item.jd.com/100027476922.html,(100+),-1,-1,98%
统帅（Leader）海尔出品 218升一级能效风冷无霜变频三门家用小型迷你电冰箱超薄 BCD-218WGLC3D7S9U1,1699,2万+,自营,https://item.jd.com/100023282471.html,(6400+),(20+),(20+),99%
统帅（Leader）海尔出品342升法式四门多门一级能效双变频风冷无霜超薄家用电 BCD-342WLLFDD9S9,2699,5万+,"自营,满1000-100",https://item.jd.com/100020235571.html,(3.9万+),(50+),(50+),99%
统帅海尔冰箱出品406升统帅双开门冰箱十字对开门一级能效风冷无霜双变频家用超薄节能省电家用电 新一级能效双变频+阻氧干湿分储+母婴空间,3299,5000+,"京东物流,赠",https://item.jd.com/62653528288.html,(2300+),-3,-3,99%
统帅海尔冰箱出品406升统帅双开门冰箱十字对开门一级能效风冷无霜双变频家用超薄节能省电家用电 新一级能效双变频+阻氧干湿分储+母婴空间,3299,,"京东物流,赠",https://item.jd.com/62653528288.html,(100+),-1,-1,98%
统帅海尔冰箱三开门218L风冷无霜小型家用大容量高配节能省电智能wifi 218升三门双变频+一级能效+风冷无霜,1899,200+,满300-10,https://item.jd.com/10024509695660.html,(100+),0,0,100%
西门子(SIEMENS) 232升 三门小型大容量家用冰箱 组合冷冻 简约外观 白色 以旧换新 BCD-232(KG23N111EW),2499,10万+,"自营,每满1000-100,赠",https://item.jd.com/4071570.html,(7万+),(200+),(200+),99%
西门子(SIEMENS) 279升 风冷双门冰箱 全无霜 多维出风 电脑控温 LED内显（白色）KG29NV220C,3299,5万+,"自营,每满1000-100",https://item.jd.com/4585391.html,(4.3万+),(100+),(100+),99%
西门子(SIEMENS) 306升 风冷无霜三门家用大容量冰箱锁水保鲜双效过滤以旧换新BCD-306W(KG32HA26EC),4699,5万+,"自营,每满1000-100,赠",https://item.jd.com/3170510.html,(5万+),(200+),(200+),98%
西门子(SIEMENS) 452升 混冷十字双开门四开门家用冰箱 大容量 零度保鲜 母乳分储 以旧换新KM45FA33TI,8099,1万+,"自营,每满1000-100,赠",https://item.jd.com/100004423419.html,(4500+),(10+),(10+),98%
西门子(SIEMENS) 452升变频混冷十字双开门四开门家用冰箱大容量零度母乳分储银色以旧换新KM46FA09TI,7699,2万+,"自营,每满1000-100,赠",https://item.jd.com/4162279.html,(2.6万+),(90+),(90+),98%
西门子(SIEMENS) 478升 变频混冷十字双开门四开门家用冰箱 大容量 以旧换新KM47EA16TI拉丝银,5290,2万+,"自营,每满1000-100,赠",https://item.jd.com/100000826819.html,(1.4万+),(50+),(50+),98%
西门子(SIEMENS) 484升 变频混冷多门四门大容量家用冰箱 精细分类 白色 以旧换新BCD-484W(KM48EA20TI),6599,5万+,"自营,每满1000-100,赠",https://item.jd.com/2739568.html,(3.1万+),(100+),(100+),98%
西门子(SIEMENS) 502升变频无霜双开对开门家用冰箱大容量超薄嵌入白色以旧换新BCD-502W(KA50NE20TI),5290,10万+,"自营,品质认证,每满1000-100,赠",https://item.jd.com/100004013943.html,(4.4万+),(100+),(100+),98%
西门子(SIEMENS) 610升 变频风冷无霜双开门对开门家用冰箱 超大容量 500升 KX50NA41TI,4399,200+,免邮,https://item.jd.com/10068095532069.html,(100+),-1,-1,98%
西门子（SIEMENS） 三门对开超薄冰箱509升T型电冰箱三开门变频风冷无霜旋转制冰盒 优选 BCD-509W(KA92NE220C),7499,46,"自营,赠",https://item.jd.com/100048262503.html,(20+),0,0,100%
西门子（SIEMENS）271升大容量三门冰箱家用 风冷无霜 分区保鲜 智能精确控温 多维出风 KG28NV290C,2999,,"京东物流,免邮",https://item.jd.com/10029395280021.html,(100+),-1,-1,98%
西门子（SIEMENS）274升三门冰箱 玻璃面板 混冷大容量 零度保鲜 KG28US221C,7499,,自营,https://item.jd.com/100051842091.html,(100+),-1,-1,98%
西门子（SIEMENS）306升三门冰箱家用 风冷无霜控湿保鲜三开门电冰箱 智能速冷速冻KG32HA22EC白色 以旧换新,4399,,自营,https://item.jd.com/100032054511.html,(100+),-1,-1,98%
西门子（SIEMENS）452升十字四开门变频冰箱家用 三循环混冷无霜 零度保鲜 KM46FA30TI,10499,,自营,https://item.jd.com/100051842105.html,(100+),-1,-1,98%
西门子（SIEMENS）462升多门大容量变频冰箱家用精控恒鲜 零度保鲜 带橡木酒架 APP智能控制 KF72FPA56C,18999,,"京东物流,免邮,赠",https://item.jd.com/10048465268934.html,(100+),-1,-1,98%
西门子（SIEMENS）478升十字对开门四开门冰箱家用大容量 变频 混冷无霜 KM47EA06TI,4990,2000+,"京东物流,免邮",https://item.jd.com/63324046816.html,(500+),-4,-4,97%
西门子（SIEMENS）481升 十字对开门 大容量 变频压缩机 独立双循环 净风保鲜 混冷无霜KM49ES43TI,6899,,自营,https://item.jd.com/100024812162.html,(100+),-1,-1,98%
西门子（SIEMENS）484升多门冰箱 混冷无霜四门电冰箱独立双循环KM48EA30TI以旧换新,6199,200+,"自营,赠",https://item.jd.com/100041025243.html,(70+),0,0,100%
西门子（SIEMENS）509升大容量对开三门变频电冰箱 风冷无霜 净味保鲜 超薄机身玻璃面板玄冰蓝 KA92NEB43C,8299,0,自营,https://item.jd.com/100040359220.html,0,0,0,100%
西门子（SIEMENS）602升对开多门变频冰箱 家用大容量 零度保鲜 双擎制冷 家居互联 KF98FA156C 以旧换新,17599,,"自营,赠",https://item.jd.com/100026202091.html,(100+),-1,-1,98%
西门子（SIEMENS）602升多开门大容量 零度保鲜 双擎制冷家居互联温湿双控 风冷无霜KF98FA156C 以旧换新,17599,1000+,自营,https://item.jd.com/100026388307.html,(400+),-1,-1,99%
西门子（SIEMENS）605升十字对开门冰箱 变频风冷无霜 分区冷冻 一级能效大容量四开门电 KC97E1549C,9299,,自营,https://item.jd.com/100034904889.html,(100+),-1,-1,98%
西门子（SIEMENS）德国原装进口零嵌全嵌入式冰箱超薄269升两门电冰箱迷你分区独控双循环KI87SAF32C以旧换新,14299,79,自营,https://item.jd.com/100030253575.html,(100+),-1,-1,98%
西门子（SIEMENS）对开三门超薄冰箱嵌入式509升旋转制冰盒大容量风冷无霜IZA除菌净味 KA92NE220C 以旧换新,7199,,"自营,厂商配送",https://item.jd.com/100023924113.html,(100+),-1,-1,98%
西门子(SIEMENS)双门对开门 大容量风冷无霜家用电冰箱 双变频两门502升冰箱 KX50NA43TI,5199,3,自营,https://item.jd.com/100050729925.html,(),(),(),98%
夏新（Amoi）小冰箱 38升迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效,346,2000+,自营,https://item.jd.com/100044554209.html,(1100+),(10+),(10+),96%
夏新（Amoi）小冰箱 43升迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效BCD-43A128L,346,2000+,,https://item.jd.com/100044554263.html,(1100+),(10+),(10+),96%
夏新（Amoi）小冰箱 58升迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效,376,2000+,自营,https://item.jd.com/100044554239.html,(1100+),(10+),(10+),96%
夏新（Amoi）小冰箱 78升迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效BCD-78A138L,476,2000+,自营,https://item.jd.com/100044554247.html,(1100+),(10+),(10+),96%
夏新（Amoi）小冰箱 78升迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效BCD-78A138L金,486,2000+,自营,https://item.jd.com/100044554207.html,(1100+),(10+),(10+),96%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型电冰箱 节能省电低噪 家用宿舍租房 一级能效/68L金【1-2人使用】,378,2000+,京东物流,https://item.jd.com/10058674788688.html,(600+),-5,-5,97%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型电冰箱 节能省电低噪 家用宿舍租房 一级能效/68L银【1-2人使用】,368,2000+,京东物流,https://item.jd.com/10058674788687.html,(600+),-5,-5,97%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效/43L金【1-2人使用】,313,20万+,"京东物流,秒杀",https://item.jd.com/10033142570209.html,(7.5万+),(800+),(800+),96%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效/58L金【1-2人使用】,343,20万+,"京东物流,秒杀",https://item.jd.com/10033142604811.html,(7.5万+),(800+),(800+),96%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效/58L银【1-2人使用】,338,20万+,"京东物流,券100-15",https://item.jd.com/10033142570210.html,(7.5万+),(800+),(800+),96%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效/58L银【1-2人使用】,338,,"京东物流,券100-15",https://item.jd.com/10033142570210.html,(100+),-1,-1,98%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效/58L银省电款【1-2人使用】,353,20万+,"京东物流,秒杀",https://item.jd.com/10033142604814.html,(7.5万+),(800+),(800+),96%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪 一级能效/68L金【1-2人使用】,383,20万+,"京东物流,秒杀,券100-15",https://item.jd.com/10033142604817.html,(7.5万+),(800+),(800+),96%
夏新（Amoi）小冰箱迷你双门 冷藏冷冻小型租房宿舍电冰箱 节能省电低噪冷藏冷冻 一级能效/58L银【1-2人使用】,338,10万+,,https://item.jd.com/10028860137124.html,(3.6万+),(400+),(400+),97%
夏新（Amoi）小冰箱迷你小型家用租房用 冷藏冷冻电冰箱 节能低噪 一级能效/43L银【1-2人使用】,308,2000+,"京东物流,券99-5",https://item.jd.com/10059443876880.html,(800+),-3,-3,97%
夏新（Amoi）小冰箱迷你小型家用租房用 冷藏冷冻电冰箱 节能低噪 一级能效/68L银【1-2人使用】,373,2000+,"京东物流,秒杀",https://item.jd.com/10059521346620.html,(800+),-3,-3,97%
夏新冰箱小冰箱 双门迷你小型电冰箱 家用租房冷藏冷冻节能电冰箱 【58升省电款-一级能效-闪亮银】,358,,,https://item.jd.com/10029029467622.html,(100+),-1,-1,98%
先科（SAST）迷你小冰箱车载冰箱制冷车家两用化妆品宿舍便捷式小型冷暖箱10L 8L香槟金强冷款,169,5万+,,https://item.jd.com/26502868172.html,(4.1万+),(400+),(400+),97%
现代（HYUNDAI）双门冰箱 小型电冰箱 冷藏冷冻 迷你小冰箱 家用租房宿舍节能保鲜 108升 金色【一级能效】,558,5000+,,https://item.jd.com/65420388421.html,(2100+),(30+),(30+),96%
线下同款海尔（Haier）216升三门风冷无霜冰箱 超薄小型迷你家用出租房 三开门007软冷冻 炫金以旧换新,1799,2万+,自营,https://item.jd.com/100012884734.html,(5700+),(30+),(30+),98%
线下同款美菱冰箱(MELING)双开门小冰箱家用宿舍租房 两门二门小型节能低噪电以旧换新 160升【直冷节能】BCD-160LCD天际灰,999,1000+,"京东物流,免邮",https://item.jd.com/10055872192469.html,(500+),-1,-1,98%
香雪海 冰箱 小冰箱 小型电冰箱 冰箱小型迷你宿舍租房 冷藏冷冻家用小冰箱 75S138E金色 双温一级能效,348,,,https://item.jd.com/10025115350351.html,(100+),-1,-1,98%
小吉（MINIJ）121升单门冰箱小冰箱 自营租房小型家用冰箱BC-121CM迷你复古冷藏冷冻一体,1599,2万+,"自营,券1400-200",https://item.jd.com/100028175222.html,(9200+),(30+),(30+),99%
小吉（MINIJ）402升双变频风冷无霜一级能效复古意式三门超薄冰箱自营可嵌入式干湿分储变温低噪BCD-JY402W,4499,1000+,"自营,厂商配送",https://item.jd.com/100025146411.html,(300+),-2,-2,94%
小吉（MINIJ）迷你复古小冰箱冷冻冷藏一体单开门租房宿舍办公室家用节能低噪BC 121CG,1599,2万+,"自营,厂商配送",https://item.jd.com/100012857769.html,(100+),-1,-1,98%
小米 米家430升双变频一级能效十字双开门四开门家用电冰箱双档变温保鲜银离子除菌净味44451,2299,,,https://item.jd.com/10061782441161.html,(100+),-1,-1,98%
小米（MI）【本地仓速发】小米 米家185L双门冰箱 宿舍家用小型精致简约欧式设计BCD-185MDM,899,500+,,https://item.jd.com/10029692371143.html,(70+),0,0,100%
小米（MI）米家小米456L对开门大容量家用冰箱双开门双变频节能风冷无霜墨羽岩面板超薄机身BCD-456WMEA,1998,,,https://item.jd.com/10063197468855.html,(100+),-1,-1,98%
小米（MI）米家小米出品 小型家用电冰箱 低噪节能安静运行冷冻冷藏 租房宿舍146 185 215L 米家双门185L,879,86,,https://item.jd.com/10066336474610.html,(10+),0,0,100%
小米（MI）米家小米出品456L对开门大容量家用冰箱双开门双变频节能风冷无霜超薄机身BCD-456WMEA,1999,100+,,https://item.jd.com/10063356239086.html,(50+),0,0,100%
小米出品215升 三门小型家用电冰箱 三门三温节能安静运行冷冻冷藏 租房宿舍 BCD-215MDMJ05【厂直】,999,1000+,自营,https://item.jd.com/100045119259.html,(200+),-2,-2,98%
小米米家496L大容量家用冰箱双开门,2699,1万+,自营,https://item.jd.com/100020868344.html,(5000+),(20+),(20+),98%
小鸭牌三开门冰箱家用冰箱78升多门小型迷你租房宿舍电冰箱节能软冷冻冷冻冷藏三门BCD-78A152B,567,1万+,"自营,秒杀",https://item.jd.com/100041920095.html,(5600+),(10+),(10+),99%
小鸭牌三门冰箱家用小型电冰箱一级节能省电出租房宿舍用 BCD-57A138B闪亮银【一级能效 全国联保】,518,2万+,,https://item.jd.com/10057269492109.html,(3900+),(100+),(100+),91%
小鸭牌三门冰箱家用小型电冰箱一级节能省电出租房宿舍用 BCD-57A138B闪亮银【一级能效 全国联保】,518,2万+,券100-10,https://item.jd.com/10057269492109.html,(3900+),(100+),(100+),91%
小鸭牌小冰箱68升迷你小型家用金色 冷藏冷冻 租房宿舍小户型双门电冰箱 一级节能省电 送货入户 网红,395,2万+,"自营,秒杀",https://item.jd.com/100043743425.html,(8500+),(100+),(100+),96%
小鸭牌小冰箱68升迷你小型家用金色 冷藏冷冻 租房宿舍小户型双门电冰箱 一级节能省电 送货入户 网红,395,2万+,秒杀,https://item.jd.com/100043743425.html,(100+),-1,-1,98%
小鸭牌小冰箱76升双门冰箱迷你双开门冰箱冷藏冷冻小型租房宿舍两门电冰箱节能省电低噪送货上门网红,445,1万+,"自营,秒杀",https://item.jd.com/100038377881.html,(4400+),(50+),(50+),97%
小鸭牌小冰箱92升双开门冰箱 小型家用两门电冰箱 出租房宿舍小户型家用 一级能效节能省电低燥-92L,667,2万+,"自营,秒杀",https://item.jd.com/100038997867.html,(8500+),(100+),(100+),96%
小鸭牌小冰箱迷你小型家用 冷藏冷冻宿舍办公室出租房双门电冰箱一级节能省电 一级能效-42L银【3天一度电】,308,20万+,"京东物流,券100-20",https://item.jd.com/65583414051.html,(7.8万+),(1900+),(1900+),92%
小鸭牌小冰箱迷你小型家用 冷藏冷冻宿舍办公室出租房双门电冰箱一级节能省电 一级能效-58L银【3天一度电】,338,20万+,"京东物流,券100-20",https://item.jd.com/71918940532.html,(7.8万+),(1900+),(1900+),92%
新飞 （Frestec）336升风冷无霜变频节能一级能效法式多门电冰箱家用 BCD-336WK7AT,2399,1000+,京东物流,https://item.jd.com/10025813819565.html,(600+),-1,-1,99%
新飞 新款209升三门小冰箱 家用小型 电冰箱 节能保鲜省电 BCD-209KT,1099,17,,https://item.jd.com/10044507457938.html,-5,0,0,100%
新飞(Frestec) 363升十字对开门家用冰箱 家用四门多门节能静音冰箱 BCD-363K8CT,1799,500+,,https://item.jd.com/10025813773977.html,(100+),-2,-2,98%
新飞（Frestec） 冰箱小型双开门 迷你小冰箱家用宿舍租房冷藏冷冻电冰箱节能省电 30A108LS 双门【一级能效】银色,338,50万+,"京东物流,券300-20,赠",https://item.jd.com/32924432574.html,(15万+),(2300+),(2300+),96%
新飞（Frestec） 冰箱小型双开门 迷你小冰箱家用宿舍租房冷藏冷冻电冰箱节能省电 58A118L双门【一级能效】银色,358,50万+,,https://item.jd.com/27532871559.html,(15万+),(2300+),(2300+),96%
新飞（Frestec） 冰箱小型双开门 迷你小冰箱家用宿舍租房冷藏冷冻电冰箱节能省电 58A118L双门【一级能效】银色,358,50万+,"京东物流,券300-20,赠",https://item.jd.com/27532871559.html,(15万+),(2300+),(2300+),96%
新飞（Frestec） 冰箱小型双开门 迷你小冰箱家用宿舍租房冷藏冷冻电冰箱节能省电 76A128L双门【一级能效】银色,418,50万+,"京东物流,券300-10",https://item.jd.com/32920243165.html,(15万+),(2300+),(2300+),96%
新飞（Frestec） 冰箱小型双开门 迷你小冰箱家用宿舍租房冷藏冷冻电冰箱节能省电 86A138LS双门【一级能效】银色,478,,"京东物流,券300-10",https://item.jd.com/28843900651.html,(100+),-1,-1,98%
新飞（Frestec） 冰箱小型双开门 迷你小冰箱家用宿舍租房冷藏冷冻电冰箱节能省电 BCD-90A142LS双门【一级能效】灰色,578,50万+,券300-10,https://item.jd.com/27532871562.html,(100+),-1,-1,98%
新飞（Frestec） 冰箱小型双开门 迷你小冰箱家用宿舍租房冷藏冷冻电冰箱节能省电 BCD-98A148LS双门【一级能效】银色,658,50万+,"京东物流,券300-10",https://item.jd.com/44325081499.html,(15万+),(2300+),(2300+),96%
新飞（Frestec）118升两门双门小户型冰箱家用办公租房节能省电迷你小冰箱BCD-118L2D,719,1000+,赠,https://item.jd.com/34369757754.html,(400+),-1,-1,99%
新飞（Frestec）118升小型双门两门小冰箱迷你家用宿舍租房冰箱办公室节能环保（钛空银）BCD-118L2D,689,10万+,"自营,秒杀",https://item.jd.com/100000350892.html,(5.3万+),(400+),(400+),98%
新飞（Frestec）118升小型双门两门小冰箱迷你家用宿舍租房冰箱办公室节能环保（钛空银）BCD-118L2D,689,10万+,自营,https://item.jd.com/100000350892.html,(5.3万+),(400+),(400+),98%
新飞（Frestec）138升实用双门小冰箱迷你家用冰箱 简约时尚 出众颜值 省电节能 BCD-138K2CT,769,10万+,"自营,秒杀",https://item.jd.com/100036134484.html,(5.3万+),(400+),(400+),98%
新飞（Frestec）138升实用双门小冰箱迷你家用冰箱 简约时尚 出众颜值 省电节能 BCD-138K2CT,769,10万+,自营,https://item.jd.com/100036134484.html,(5.3万+),(400+),(400+),98%
新飞（Frestec）160升两门冰箱双门小冰箱环保内胆家用小型双门冰箱宿舍租房小巧不占地方BCD-160K2AT,799,10万+,"自营,秒杀",https://item.jd.com/100015205170.html,(5.3万+),(400+),(400+),98%
新飞（Frestec）160升两门冰箱双门小冰箱环保内胆家用小型双门冰箱宿舍租房小巧不占地方BCD-160K2AT,799,10万+,自营,https://item.jd.com/100015205170.html,(5.3万+),(400+),(400+),98%
新飞（Frestec）170升双门三温小冰箱迷你小型冰箱高颜值租房办公宿舍两门冰箱BCD-170K2AT,889,5万+,"自营,秒杀",https://item.jd.com/100025250066.html,(1.9万+),(100+),(100+),98%
新飞（frestec）180升双门冰箱风冷无霜家用双开门节能低噪电冰箱 BCD-180WK2DT,1199,200+,,https://item.jd.com/10025813824089.html,(90+),-3,-3,95%
新飞（Frestec）183升双门冷冻速度快小冰箱迷你经济实用节能环保低噪小型两门 BCD-183KT,899,5万+,自营,https://item.jd.com/100017448759.html,(1.9万+),(100+),(100+),98%
新飞（Frestec）185升冰箱双开门小型家用租房宿舍办公室小冰箱迷你大容量简约两门 BCD-185KT,929,5万+,自营,https://item.jd.com/100017448739.html,(1.9万+),(100+),(100+),98%
新飞（Frestec）190升双门风冷无霜家用冰箱 纤薄机身小冰箱迷你节能省电 低噪音 BCD-190WK2AT,1199,5万+,"自营,赠",https://item.jd.com/100017731733.html,(1.9万+),(100+),(100+),98%
新飞（Frestec）207升三门三温家用电冰箱中门独立空间34升软冷冻快速制冷环保材质小BCD-207K3AT,999,5万+,"自营,秒杀",https://item.jd.com/100038536098.html,(1.9万+),(100+),(100+),98%
新飞（Frestec）209升三门三温区直冷家用租房低音节能三门小冰箱 小巧不占地软冷冻 电 BCD-209KT,1099,5万+,自营,https://item.jd.com/100031316440.html,(1.9万+),(100+),(100+),98%
新飞（Frestec）210升小冰箱 三门三温中门软冷冻小型家用电冰箱 节能省电低噪冰箱 BCD-210KT,1099,5万+,"自营,秒杀,赠",https://item.jd.com/100031316438.html,(1.9万+),(100+),(100+),98%
新飞（Frestec）252升变频一级风冷小冰箱三门冰箱 中门宽幅变温 原鲜钛除菌冰箱 BCD-252WK3AT/L,1899,2000+,"自营,秒杀,赠",https://item.jd.com/100024017772.html,(700+),-4,-4,98%
新飞（Frestec）260升风冷无霜冰箱家用三开门智能控温变频一级能效冰箱BCD-260WK3AT,1899,1000+,赠,https://item.jd.com/57559225138.html,(400+),-3,-3,97%
新飞（Frestec）310升超薄法式上对开多门冰箱 多维风冷养鲜电冰箱 BCD-310WK7AT,1799,2万+,"自营,秒杀,赠",https://item.jd.com/100006491295.html,(9900+),(40+),(40+),98%
